OTUID	M	B	X	H	T	Y	J	D
OTU3217	0	2	2	1	0	1	1	1
OTU3218	19	18	15	21	23	25	10	11
OTU3219	1	1	0	0	0	1	0	2
OTU3220	1	0	0	0	0	0	0	1
OTU3221	1	2	1	1	3	4	2	3
OTU3222	5	6	3	1	3	1	5	7
OTU3223	30	29	43	52	25	30	17	39
OTU3224	4	5	3	3	2	2	0	1
OTU3225	7	11	13	10	8	7	9	12
OTU3226	221	166	203	171	265	167	189	164
OTU3227	19	26	25	40	14	43	17	21
OTU3228	29	27	43	43	43	28	47	39
OTU3229	8	0	2	5	4	4	3	4
OTU3230	0	0	0	0	0	1	0	1
OTU3231	5	6	15	16	8	29	10	121
OTU3232	3	4	1	3	0	0	2	2
OTU3233	240	220	309	224	189	247	126	175
OTU3234	2	0	0	5	0	3	1	2
OTU3235	2	1	3	2	1	1	1	1
OTU3236	1	3	1	0	1	2	2	2
OTU3237	0	2	0	1	2	2	0	2
OTU3238	25	33	27	29	32	23	35	35
OTU3239	4	2	5	1	2	5	0	2
OTU3240	11	8	5	0	5	5	1	6
OTU3241	1	0	1	0	0	1	1	3
OTU3242	4	2	7	7	6	8	3	3
OTU3243	2	1	0	0	1	0	4	2
OTU3244	2	3	1	0	3	1	1	10
OTU3245	0	1	0	0	1	0	0	1
OTU3246	2	1	0	1	0	0	0	1
OTU3247	1	1	3	0	0	0	0	2
OTU3248	3	3	3	0	1	2	0	2
OTU3249	2	2	1	4	3	1	4	8
OTU3250	25	12	3	14	4	5	8	2
OTU3251	41	33	27	26	44	20	37	35
OTU3252	2	5	1	4	3	0	4	6
OTU3253	62	100	63	74	80	60	33	77
OTU3254	1	0	0	0	3	1	0	3
OTU3255	17	25	23	21	31	16	21	19
OTU3256	0	0	0	0	1	2	2	1
OTU3257	12	18	12	14	14	15	16	8
OTU3258	6	2	1	14	3	16	10	11
OTU3259	2	1	9	10	4	12	0	2
OTU3260	0	2	3	0	2	0	0	3
OTU3261	2	2	2	5	1	2	1	4
OTU3262	6	7	1	0	2	1	1	4
OTU3263	1	0	0	1	0	0	0	2
OTU3264	11	13	12	28	29	34	14	21
OTU3265	24	25	24	33	28	28	26	28
OTU3266	0	0	0	0	2	0	0	2
OTU3267	9	2	4	17	19	6	17	23
OTU3268	0	0	2	3	2	5	2	2
OTU3269	8	3	2	1	7	10	1	8
OTU3270	34	28	27	14	28	18	19	21
OTU3271	1	0	0	0	0	0	0	2
OTU3272	27	26	23	24	19	14	14	15
OTU3273	24	10	9	12	10	8	8	6
OTU3274	3	3	0	3	0	6	2	1
OTU3275	0	1	0	3	0	3	0	2
OTU3276	3	2	3	5	1	6	4	3
OTU3277	0	1	5	0	2	2	2	7
OTU3278	0	1	1	0	1	0	1	1
OTU3279	3	13	9	2	13	5	8	6
OTU3280	3	2	0	3	2	3	0	2
OTU3281	11	17	5	27	8	9	7	3
OTU3282	17	8	8	9	10	3	13	12
OTU3283	0	2	2	2	3	6	1	4
OTU3284	10	5	5	8	11	6	13	4
OTU3285	9	12	12	5	5	7	11	11
OTU3286	3	1	0	0	2	2	0	1
OTU3287	0	0	0	0	0	0	0	5
OTU3288	329	354	298	394	356	437	229	360
OTU3289	0	0	0	0	0	0	0	10
OTU3290	1	3	1	1	0	1	0	1
OTU3291	9	14	11	26	12	8	8	13
OTU3292	27	16	26	25	19	16	13	16
OTU3293	12	13	11	5	13	11	17	14
OTU3294	12	7	17	13	15	11	4	11
OTU3295	1	0	1	0	1	0	0	3
OTU3296	8	11	54	27	13	28	17	23
OTU3297	2	0	2	1	0	0	0	6
OTU3298	3	1	0	6	3	0	1	6
OTU3299	21	38	18	26	34	30	20	28
OTU3300	3	1	1	10	1	3	2	2
OTU3301	27	28	9	24	21	37	39	32
OTU3302	2	2	0	2	2	2	1	4
OTU3303	21	13	22	18	31	23	23	27
OTU3304	6	7	4	11	5	4	9	5
OTU3305	9	6	6	4	4	6	4	4
OTU3306	0	2	4	42	2	4	2	5
OTU3307	0	2	0	1	2	3	2	1
OTU3308	10	17	5	16	12	10	10	30
OTU3309	5	5	1	3	4	4	4	4
OTU3310	11	20	13	18	13	21	6	20
OTU3311	11	9	7	15	6	5	2	5
OTU3312	6	3	7	5	3	6	8	11
OTU3313	1	1	8	2	6	3	4	1
OTU3314	9	10	7	10	9	11	13	5
OTU3315	3	0	0	1	0	0	1	1
OTU3316	1	1	2	2	1	1	0	1
OTU3317	3	15	6	9	14	17	5	12
OTU3318	9	12	7	15	7	11	34	23
OTU3319	5	1	7	5	3	2	1	8
OTU3320	0	0	1	0	0	1	1	1
OTU3321	3	4	1	0	1	1	2	1
OTU3322	19	11	10	7	8	9	5	5
OTU3323	14	23	15	12	21	10	27	36
OTU3324	3	2	4	4	5	4	12	6
OTU3325	0	1	1	1	1	1	2	2
OTU3326	2	9	3	18	1	7	1	9
OTU3327	13	5	9	16	10	16	16	7
OTU3328	0	0	0	0	0	0	0	2
OTU3329	0	0	0	0	0	0	3	3
OTU3330	6	9	1	15	8	14	8	6
OTU3331	1	2	0	0	1	0	3	2
OTU3332	4	1	1	4	3	3	4	2
OTU3333	6	7	1	4	1	0	1	3
OTU3334	27	15	28	31	28	21	25	29
OTU3335	3	1	1	0	3	2	1	4
OTU3336	0	0	1	1	2	0	0	2
OTU3337	6	5	5	5	7	1	9	9
OTU3338	2	0	1	4	13	3	0	1
OTU3339	4	3	5	3	4	1	5	5
OTU3340	10	4	8	14	11	6	12	5
OTU3341	1	0	0	1	0	2	0	1
OTU3342	1	3	0	1	1	2	1	3
OTU3343	4	7	10	5	6	3	1	6
OTU3344	3	2	5	3	5	2	2	2
OTU3345	1	0	0	0	1	2	1	1
OTU3346	0	2	2	13	2	0	1	9
OTU3347	0	0	0	3	1	1	0	1
OTU3348	30	11	13	35	22	22	18	22
OTU3349	30	32	27	33	34	48	49	35
OTU3350	241	271	231	245	296	236	251	276
OTU3351	0	1	1	0	0	1	0	7
OTU3352	98	86	47	62	77	50	67	52
OTU3353	22	35	32	29	27	20	32	40
OTU3354	0	3	1	0	0	2	0	1
OTU3355	0	1	0	0	0	0	0	1
OTU3356	0	2	1	2	1	2	1	3
OTU3357	1	0	1	0	0	0	1	2
OTU3358	1	0	1	0	0	2	1	1
OTU3359	52	68	50	57	75	62	47	69
OTU3360	379	358	293	340	394	435	333	336
OTU3361	2	0	1	1	1	0	0	2
OTU3362	6	2	3	3	3	2	1	5
OTU3363	0	1	1	1	3	0	4	2
OTU3364	8	2	4	6	11	4	3	4
OTU3365	224	260	251	359	369	297	224	337
OTU3366	96	76	62	100	114	98	77	104
OTU3367	0	2	1	0	1	0	1	2
OTU3368	10	12	3	9	15	15	20	12
OTU3369	4	0	0	0	2	4	2	2
OTU3370	9	4	9	5	3	6	4	12
OTU3371	6	2	1	0	1	5	8	11
OTU3372	7	11	11	7	9	5	7	5
OTU3373	1	3	0	8	2	3	3	3
OTU3374	1	1	1	0	1	0	2	2
OTU3375	24	11	16	13	20	15	13	28
OTU3376	6	6	5	12	3	11	4	7
OTU3377	65	68	57	49	103	71	55	101
OTU3378	16	28	16	27	20	21	16	28
OTU3379	1	0	1	0	2	2	3	3
OTU3380	12	7	3	5	8	9	4	10
OTU3381	0	0	0	0	2	3	0	1
OTU3382	4	0	1	2	0	2	2	2
OTU3383	9	7	13	23	19	11	1	10
OTU3384	304	262	219	254	305	255	264	288
OTU3385	0	0	4	3	0	0	0	1
OTU3386	2	0	0	3	0	1	3	1
OTU3387	2	6	9	11	5	11	5	19
OTU3388	1	1	1	1	3	0	0	1
OTU3389	51	40	50	88	62	66	62	60
OTU3390	0	0	0	2	1	0	1	3
OTU3391	1	3	3	0	1	0	1	2
OTU3392	8	7	7	8	8	11	5	8
OTU3393	182	199	209	298	203	214	155	206
OTU3394	18	21	25	21	13	16	17	46
OTU3395	0	2	1	2	1	3	3	2
OTU3396	0	4	0	1	3	1	5	3
OTU3397	0	0	1	1	0	0	0	1
OTU3398	0	2	0	0	0	1	1	1
OTU3399	226	158	184	194	272	182	247	228
OTU3400	0	0	2	3	0	1	2	2
OTU3401	0	0	0	0	0	0	1	2
OTU3402	0	0	0	2	2	4	0	3
OTU3403	0	5	7	4	4	3	1	2
OTU3404	3	5	4	15	9	8	6	8
OTU3405	10	10	7	10	4	17	6	19
OTU3406	16	16	8	7	9	8	27	21
OTU3407	0	2	1	4	0	3	0	5
OTU3408	12	6	15	16	14	11	12	8
OTU3409	0	0	2	0	0	0	1	4
OTU3410	11	4	3	8	9	3	6	8
OTU3411	7	4	6	5	6	3	6	4
OTU3412	0	0	0	0	0	0	0	1
OTU3413	2	6	0	5	2	5	2	3
OTU3414	30	20	16	16	55	28	17	24
OTU3415	21	10	13	23	27	12	16	17
OTU3416	1	7	1	0	6	4	0	8
OTU3417	32	35	29	40	29	52	28	23
OTU3418	57	94	73	47	46	53	29	56
OTU3419	246	214	181	209	189	239	174	170
OTU3420	15	29	18	37	18	22	17	18
OTU3421	24	26	9	28	15	19	39	27
OTU3422	7	6	3	2	11	7	1	5
OTU3423	6	17	5	7	5	13	14	13
OTU3424	1	0	0	1	0	0	0	1
OTU3425	2	7	4	10	5	5	7	8
OTU3426	0	2	0	1	1	1	1	1
OTU3427	0	0	0	1	0	0	0	2
OTU3428	2	2	3	0	5	0	2	4
OTU3429	4	5	4	1	2	2	4	5
OTU3430	60	39	65	49	43	55	46	52
OTU3431	1	2	1	6	0	1	1	1
OTU3432	6	6	3	15	8	9	8	8
OTU3433	0	0	0	2	2	1	0	1
OTU3434	13	21	9	35	20	22	26	11
OTU3435	30	41	33	30	26	25	25	24
OTU3436	1	3	1	2	0	0	3	1
OTU3437	26	49	23	74	57	51	56	89
OTU3438	4	3	2	4	8	3	7	7
OTU3439	2	0	0	2	0	1	5	2
OTU3440	33	48	31	35	27	40	61	67
OTU3441	30	15	6	8	16	15	15	31
OTU3442	1	1	0	1	1	1	1	2
OTU3443	139	198	136	137	188	169	189	184
OTU3444	35	57	54	41	29	51	22	25
OTU3445	10	28	20	23	19	30	18	63
OTU3446	23	28	29	24	27	17	30	33
OTU3447	166	147	176	206	194	281	215	179
OTU3448	0	2	2	3	1	4	1	4
OTU3449	10	7	5	8	3	5	8	10
OTU3450	46	67	76	67	121	78	32	80
OTU3451	3	0	1	1	0	0	2	12
OTU3452	26	6	24	14	56	2	8	6
OTU3453	7	1	1	9	1	4	13	59
OTU3454	13	25	20	30	17	23	32	28
OTU3455	2	5	2	1	1	4	10	3
OTU3456	1	3	1	1	2	1	1	2
OTU3457	12	14	5	13	7	14	8	10
OTU3458	19	24	24	91	30	42	35	48
OTU3459	5	2	5	5	3	4	1	3
OTU3460	2	4	12	1	4	2	5	3
OTU3461	1	1	0	3	1	2	0	4
OTU3462	3	1	2	0	2	1	1	2
OTU3463	3	5	0	0	4	1	4	5
OTU3464	43	44	36	47	24	48	31	46
OTU3465	5	0	1	4	4	2	1	2
OTU3466	30	40	50	41	51	46	32	31
OTU3467	76	85	64	80	95	126	107	149
OTU3468	4	5	2	4	1	5	2	6
OTU3469	9	18	14	16	21	18	12	16
OTU3470	2	0	0	0	2	1	0	8
OTU3471	1	0	1	1	0	4	1	2
OTU3472	1	0	0	0	3	2	0	2
OTU3473	7	7	8	6	14	5	9	5
OTU3474	1	1	1	1	1	0	0	7
OTU3475	1	2	0	0	0	0	1	1
OTU3476	0	0	2	0	0	0	1	2
OTU3477	57	41	125	36	175	26	105	66
OTU3478	95	53	65	55	56	78	50	46
OTU3479	2	2	1	4	4	2	1	3
OTU3480	23	26	18	8	21	14	19	14
OTU3481	2	0	0	3	1	1	0	4
OTU3482	24	16	29	30	33	22	31	25
OTU3483	0	0	0	0	1	0	1	1
OTU3484	15	19	3	3	8	8	13	4
OTU3485	18	7	5	13	3	49	27	10
OTU3486	16	16	18	17	21	18	31	40
OTU3487	2	1	1	4	3	4	2	1
OTU3488	0	0	0	0	0	0	0	1
OTU3489	0	0	0	0	0	1	0	2
OTU3490	0	0	3	1	3	3	0	1
OTU3491	103	86	79	88	114	91	85	64
OTU3492	0	0	1	2	0	0	0	3
OTU3493	46	56	39	38	30	33	36	49
OTU3494	57	52	22	53	41	68	56	38
OTU3495	197	97	150	118	162	173	206	206
OTU3496	0	0	0	4	0	2	0	0
OTU3497	2	3	1	1	1	1	1	1
OTU3498	21	8	22	12	14	16	10	8
OTU3499	21	37	40	41	26	45	13	21
OTU3500	6	8	2	8	6	4	2	4
OTU3501	4	4	9	8	7	4	3	5
OTU3502	4	8	3	6	6	9	7	1
OTU3503	8	9	4	4	6	4	3	1
OTU3504	1	0	0	1	2	0	0	0
OTU3505	1	1	0	2	0	0	0	0
OTU3506	10	8	12	18	11	10	19	9
OTU3507	6	1	3	5	6	16	2	3
OTU3508	9	10	6	17	10	11	12	2
OTU3509	3	8	7	43	3	2	11	4
OTU3510	13	14	14	12	14	9	13	12
OTU3511	1	0	2	1	1	0	0	2
OTU3512	2	0	3	2	1	1	1	2
OTU3513	0	0	2	3	0	0	0	0
OTU3514	0	0	0	2	1	1	0	1
OTU3515	6	1	0	9	4	5	1	2
OTU3516	0	4	3	4	1	1	0	2
OTU3517	1	2	0	3	3	0	1	2
OTU3518	9	7	3	8	7	10	6	6
OTU3519	0	0	0	3	0	1	2	0
OTU3520	17	8	14	29	16	33	8	13
OTU3521	7	5	7	4	14	5	4	2
OTU3522	2	4	13	20	9	6	8	9
OTU3523	0	0	0	2	0	0	0	0
OTU3524	0	0	2	3	3	1	0	0
OTU3525	4	2	3	6	3	10	3	3
OTU3526	3	1	2	3	2	3	2	3
OTU3527	1	1	3	3	1	2	1	3
OTU3528	31	34	20	35	29	41	21	24
OTU3529	1	0	1	2	1	1	0	1
OTU3530	2	3	0	4	3	5	3	7
OTU3531	3	1	0	1	2	0	1	1
OTU3532	14	21	20	36	14	21	10	14
OTU3533	2	5	4	6	3	6	4	3
OTU3534	51	42	62	50	36	53	24	20
OTU3535	3	3	1	1	3	5	2	1
OTU3536	2	1	2	3	1	2	1	0
OTU3537	8	7	7	14	10	9	0	2
OTU3538	24	20	20	22	31	24	18	24
OTU3539	4	0	2	8	1	6	2	0
OTU3540	1	3	0	3	2	1	0	0
OTU3541	0	0	2	3	0	0	0	0
OTU3542	39	25	31	50	48	43	34	42
OTU3543	1	3	5	8	3	2	4	3
OTU3544	0	0	1	2	2	0	0	2
OTU3545	0	0	1	1	0	0	1	1
OTU3546	4	8	1	6	9	6	4	5
OTU3547	19	34	27	30	17	35	13	11
OTU3548	2	2	4	1	2	1	1	2
OTU3549	5	3	4	8	3	7	2	3
OTU3550	1	0	1	3	1	1	0	0
OTU3551	0	3	2	10	5	8	9	8
OTU3552	4	12	7	7	7	5	7	2
OTU3553	14	14	7	11	20	7	8	3
OTU3554	0	0	0	1	1	0	0	0
OTU3555	10	2	4	6	3	9	1	3
OTU3556	21	16	9	20	21	24	22	14
OTU3557	0	2	1	3	2	3	2	4
OTU3558	7	7	8	11	13	6	5	6
OTU3559	0	1	0	7	0	0	2	0
OTU3560	1	1	0	3	4	0	2	2
OTU3561	5	5	6	9	8	5	1	6
OTU3562	0	0	0	1	0	4	3	0
OTU3563	12	23	17	40	16	21	15	15
OTU3564	0	4	1	2	2	2	3	2
OTU3565	16	8	5	14	19	19	9	1
OTU3566	5	0	1	3	0	1	4	0
OTU3567	0	0	0	3	0	1	0	1
OTU3568	4	2	2	4	2	2	1	4
OTU3569	9	11	7	12	7	11	3	3
OTU3570	3	3	7	2	5	8	8	5
OTU3571	83	62	75	128	100	65	37	66
OTU3572	0	1	0	1	0	1	0	0
OTU3573	0	0	0	1	0	0	0	0
OTU3574	0	1	0	4	0	0	0	1
OTU3575	4	2	2	3	3	4	3	1
OTU3576	0	0	2	3	0	0	0	0
OTU3577	4	2	2	1	0	3	6	4
OTU3578	2	0	0	4	1	3	1	1
OTU3579	38	13	13	24	18	17	8	12
OTU3580	10	7	12	22	16	17	8	12
OTU3581	1	0	0	1	1	1	0	0
OTU3582	96	55	70	55	65	73	46	66
OTU3583	1	5	2	4	2	1	2	5
OTU3584	4	3	1	3	1	2	1	0
OTU3585	13	21	19	33	21	17	14	20
OTU3586	5	10	3	12	5	3	13	7
OTU3587	2	3	2	9	3	2	4	2
OTU3588	2	4	10	15	5	5	3	1
OTU3589	0	0	0	2	0	0	0	0
OTU3590	1	4	1	2	2	0	2	0
OTU3591	0	0	0	2	0	0	2	0
OTU3592	1	0	2	4	0	1	1	1
OTU3593	2	4	0	5	2	3	1	2
OTU3594	0	0	0	2	1	0	2	1
OTU3595	1	3	2	4	4	0	0	0
OTU3596	19	30	8	24	19	28	20	35
OTU3597	0	2	1	9	3	0	4	3
OTU3598	9	6	8	7	10	2	6	2
OTU3599	2	5	3	9	1	1	0	1
OTU3600	1	0	0	4	0	0	0	1
OTU3601	0	3	0	6	4	1	0	0
OTU3602	5	4	3	2	1	1	1	0
OTU3603	1	0	1	1	0	0	0	0
OTU3604	2	7	2	7	1	6	5	2
OTU3605	4	3	1	3	3	4	1	5
OTU3606	3	11	8	6	8	7	4	3
OTU3607	13	8	13	6	4	8	11	2
OTU3608	6	7	3	4	2	5	2	2
OTU3609	6	3	8	9	11	4	7	1
OTU3610	0	1	0	1	0	0	0	0
OTU3611	13	18	9	30	21	8	7	6
OTU3612	3	9	4	23	6	10	3	2
OTU3613	204	178	265	286	201	292	105	136
OTU3614	2	6	5	5	3	1	2	2
OTU3615	1	0	0	4	1	2	0	0
OTU3616	0	2	1	5	1	3	0	0
OTU3617	4	2	1	4	2	2	2	1
OTU3618	6	6	21	24	12	3	1	2
OTU3619	6	7	7	17	6	9	3	5
OTU3620	1	4	1	2	1	1	7	1
OTU3621	0	2	0	4	2	2	2	2
OTU3622	1	1	0	2	1	0	1	0
OTU3623	1	0	1	2	2	0	0	0
OTU3624	0	0	4	2	0	2	0	4
OTU3625	0	0	1	14	1	1	0	0
OTU3626	9	1	7	16	2	3	4	6
OTU3627	3	2	1	4	1	1	4	5
OTU3628	113	121	92	132	121	143	125	113
OTU3629	0	1	0	1	4	2	1	0
OTU3630	0	1	1	3	1	3	1	1
OTU3631	5	11	4	12	9	11	9	13
OTU3632	1	0	3	1	0	1	6	2
OTU3633	3	2	1	14	6	3	2	2
OTU3634	3	0	7	5	2	1	2	3
OTU3635	2	1	2	4	4	2	2	3
OTU3636	2	0	1	2	0	2	0	0
OTU3637	2	0	0	4	1	4	3	0
OTU3638	116	65	90	84	84	125	41	60
OTU3639	0	3	3	12	4	2	1	1
OTU3640	2	0	1	2	1	4	2	1
OTU3641	1	3	0	3	3	2	0	0
OTU3642	0	0	0	1	0	0	0	0
OTU3643	0	0	0	1	0	0	0	0
OTU3644	2	7	2	9	16	6	8	9
OTU3645	2	6	1	2	3	4	4	2
OTU3646	2	3	3	7	1	1	1	2
OTU3647	0	0	2	3	3	2	1	2
OTU3648	6	6	3	2	1	1	1	1
OTU3649	1	6	4	17	2	3	0	8
OTU3650	0	1	3	7	7	10	2	2
OTU3651	5	2	0	10	2	7	8	1
OTU3652	2	5	3	9	2	2	2	4
OTU3653	38	37	24	27	40	27	35	71
OTU3654	10	10	6	8	9	13	9	11
OTU3655	3	2	4	10	3	7	4	9
OTU3656	1	0	0	7	1	5	0	1
OTU3657	234	194	193	200	172	194	197	162
OTU3658	29	25	17	22	37	15	32	24
OTU3659	41	46	48	49	47	58	53	33
OTU3660	8	15	12	38	5	19	4	6
OTU3661	17	18	9	41	15	14	15	18
OTU3662	12	20	10	40	18	20	9	14
OTU3663	5	13	8	20	6	10	8	17
OTU3664	3	1	3	5	4	2	1	1
OTU3665	5	7	7	16	19	22	9	10
OTU3666	1	6	2	3	2	1	2	1
OTU3667	231	15	17	23	15	11	8	13
OTU3668	15	26	28	21	12	22	14	17
OTU3669	30	18	35	26	18	12	28	13
OTU3670	6	3	9	10	9	8	7	7
OTU3671	18	10	7	21	17	14	14	12
OTU3672	0	0	0	8	0	0	1	0
OTU3673	0	0	1	2	1	1	0	1
OTU3674	1	3	3	3	3	2	6	3
OTU3675	2	0	0	2	0	3	1	0
OTU3676	12	12	10	12	12	20	11	10
OTU3677	0	2	0	2	1	0	0	0
OTU3678	0	0	0	2	1	0	0	0
OTU3679	3	2	0	1	0	0	0	0
OTU3680	3	7	3	9	4	3	13	8
OTU3681	11	7	6	17	8	6	14	14
OTU3682	0	2	0	2	2	5	0	3
OTU3683	0	0	0	2	1	1	2	1
OTU3684	36	26	16	28	20	31	25	13
OTU3685	4	3	4	6	4	6	7	4
OTU3686	52	82	60	50	56	43	48	97
OTU3687	11	5	2	24	7	9	7	8
OTU3688	2	3	1	2	2	3	1	1
OTU3689	23	11	12	359	18	26	18	21
OTU3690	12	13	10	13	13	19	12	26
OTU3691	0	1	1	4	1	0	0	2
OTU3692	0	1	1	2	0	1	0	1
OTU3693	1	2	5	8	2	2	2	5
OTU3694	6	7	4	5	6	9	2	11
OTU3695	2	0	1	2	1	0	1	0
OTU3696	39	35	28	53	41	64	45	47
OTU3697	1	2	9	12	2	6	3	4
OTU3698	4	1	3	7	14	17	2	11
OTU3699	3	0	2	2	0	3	2	1
OTU3700	1	0	0	3	0	1	1	0
OTU3701	1	3	2	3	3	0	2	1
OTU3702	32	25	18	26	12	38	26	12
OTU3703	1	6	1	6	1	2	6	5
OTU3704	1	2	1	3	6	7	4	0
OTU3705	2	0	3	5	1	1	0	0
OTU3706	0	0	1	6	0	0	0	0
OTU3707	6	3	2	4	6	1	3	8
OTU3708	0	2	3	7	1	4	2	1
OTU3709	2	1	1	6	2	2	2	2
OTU3710	2	4	5	5	6	3	1	6
OTU3711	0	2	3	5	2	3	2	0
OTU3712	6	4	3	12	4	7	3	1
OTU3713	40	40	23	35	24	35	24	40
OTU3714	13	21	22	22	20	14	12	27
OTU3715	1	0	2	3	2	1	0	3
OTU3716	1	0	1	1	0	0	0	1
OTU3717	10	9	6	14	10	18	9	6
OTU3718	3	6	11	13	10	9	5	2
OTU3719	4	0	7	9	2	3	2	2
OTU3720	0	0	0	2	0	1	0	1
OTU3721	2	8	6	6	4	4	3	2
OTU3722	0	1	2	3	0	2	2	3
OTU3723	0	0	1	2	0	1	0	1
OTU3724	2	0	0	1	1	1	0	1
OTU3725	3	10	7	16	7	5	4	7
OTU3726	2	2	1	5	6	3	3	7
OTU3727	4	3	6	5	2	3	4	3
OTU3728	0	1	0	7	2	1	0	1
OTU3729	0	0	0	2	0	2	1	1
OTU3730	0	0	0	3	0	1	1	0
OTU3731	6	5	5	6	1	7	1	5
OTU3732	0	0	0	2	0	0	0	0
OTU3733	4	12	9	8	9	6	12	8
OTU3734	5	6	6	5	4	5	2	7
OTU3735	0	0	0	2	1	0	0	0
OTU3736	1	8	2	16	3	11	2	4
OTU3737	20	15	5	62	2	27	32	7
OTU3738	1	1	1	3	2	2	2	0
OTU3739	19	16	17	40	38	31	17	21
OTU3740	1	2	0	2	0	0	1	0
OTU3741	0	0	0	6	1	8	1	5
OTU3742	33	37	26	43	23	23	16	44
OTU3743	0	0	0	4	0	1	0	3
OTU3744	9	1	9	8	9	2	7	9
OTU3745	19	28	21	37	12	36	18	10
OTU3746	17	17	13	28	15	30	22	27
OTU3747	0	0	1	1	0	0	0	0
OTU3748	0	1	1	3	2	1	0	0
OTU3749	0	1	0	2	1	1	0	0
OTU3750	1	1	1	2	4	1	1	2
OTU3751	0	0	0	4	0	0	0	0
OTU3752	1	1	0	3	1	0	0	1
OTU3753	0	2	4	1	0	1	0	1
OTU3754	1	3	2	3	2	0	0	0
OTU3755	1	1	2	3	3	0	1	3
OTU3756	3	0	2	5	1	2	1	0
OTU3757	0	0	0	8	0	0	0	0
OTU3758	0	0	2	4	0	1	0	1
OTU3759	1	1	0	4	2	7	1	0
OTU3760	39	27	25	39	49	37	23	28
OTU3761	6	0	2	2	2	2	4	3
OTU3762	2	9	3	3	9	6	1	5
OTU3763	0	1	0	3	0	0	0	1
OTU3764	2	1	0	2	1	0	0	1
OTU3765	541	468	559	557	697	596	528	536
OTU3766	3	0	2	3	1	2	4	2
OTU3767	19	25	21	27	25	31	21	23
OTU3768	15	6	7	10	10	12	6	4
OTU3769	1	3	4	6	4	5	2	4
OTU3770	0	0	0	3	0	1	0	0
OTU3771	35	57	71	66	113	92	32	83
OTU3772	3	2	2	5	5	4	3	1
OTU3773	4	7	10	4	2	5	2	2
OTU3774	4	5	4	9	5	3	4	3
OTU3775	16	21	10	8	11	13	13	19
OTU3776	2	0	0	3	0	2	0	0
OTU3777	0	0	0	1	1	1	0	0
OTU3778	74	63	64	69	84	49	64	95
OTU3779	139	164	70	171	124	108	135	137
OTU3780	1	0	1	1	1	0	1	0
OTU3781	87	85	116	107	149	93	74	109
OTU3782	0	1	3	2	3	2	0	2
OTU3783	25	43	21	34	37	33	28	36
OTU3784	1	4	2	18	2	13	21	7
OTU3785	2	1	4	3	4	2	4	0
OTU3786	3	4	1	2	2	1	1	1
OTU3787	4	5	5	7	5	5	7	4
OTU3788	1	1	0	4	0	1	2	1
OTU3789	31	38	39	18	37	17	35	17
OTU3790	0	0	0	5	0	0	0	1
OTU3791	20	20	23	9	6	7	8	0
OTU3792	6	2	2	3	3	1	0	3
OTU3793	89	111	92	92	95	90	70	97
OTU3794	51	34	31	46	45	40	45	41
OTU3795	1	2	1	1	0	2	2	4
OTU3796	2	3	4	1	5	2	5	3
OTU3797	6	3	1	4	2	4	8	4
OTU3798	6	7	11	4	11	3	4	6
OTU3799	12	2	1	3	5	3	3	3
OTU3800	22	26	23	32	27	38	19	25
OTU3801	3	2	2	4	7	4	5	2
OTU3802	25	19	17	21	10	17	13	11
OTU3803	19	27	9	12	18	21	24	14
OTU3804	0	0	0	1	0	0	0	0
OTU3805	0	0	0	2	0	0	0	0
OTU3806	67	85	112	85	79	100	63	62
OTU3807	67	62	32	97	73	67	60	84
OTU3808	3	1	6	6	8	2	5	6
OTU3809	2	2	5	6	6	1	12	10
OTU3810	3	0	5	7	2	3	1	4
OTU3811	1	0	0	5	1	0	1	1
OTU3812	0	0	2	3	0	0	0	0
OTU3813	0	0	2	1	1	0	0	0
OTU3814	424	294	340	408	438	317	383	436
OTU3815	92	72	48	79	97	81	84	112
OTU3816	1	0	0	3	0	2	2	1
OTU3817	123	131	114	89	144	114	134	110
OTU3818	56	36	43	43	64	71	40	69
OTU3819	0	0	1	1	0	0	0	0
OTU3820	0	0	0	1	0	0	1	0
OTU3821	2	4	3	4	2	2	2	2
OTU3822	0	0	4	2	0	0	0	0
OTU3823	3	2	2	3	1	2	2	2
OTU3824	40	10	61	28	54	24	56	46
OTU3825	1	16	2	2	3	4	0	1
OTU3826	44	37	50	46	65	58	46	54
OTU3827	3	1	5	3	3	3	2	2
OTU3828	1	0	2	4	1	2	1	0
OTU3829	30	27	19	37	15	30	24	15
OTU3830	0	0	2	1	3	0	2	0
OTU3831	0	3	1	2	1	1	4	0
OTU3832	2	2	3	6	3	1	0	1
OTU3833	0	1	3	2	1	0	1	1
OTU3834	11	17	11	18	30	21	37	38
OTU3835	1	7	3	7	0	0	2	0
OTU3836	0	6	8	13	6	16	6	18
OTU3837	10	13	10	13	11	9	13	8
OTU3838	5	4	8	14	7	5	6	11
OTU3839	4	4	1	14	4	4	2	9
OTU3840	3	7	8	7	5	6	7	2
OTU3841	2	0	0	1	0	3	0	1
OTU3842	0	0	2	3	0	2	0	2
OTU3843	0	0	3	3	3	3	1	1
OTU3844	3	5	6	6	1	3	1	2
OTU3845	2	2	8	22	1	4	7	1
OTU3846	1	0	0	3	0	2	0	1
OTU3847	0	0	1	1	0	1	1	1
OTU3848	1	3	1	3	1	1	2	2
OTU3849	0	2	6	15	6	2	0	6
OTU3850	0	0	0	1	0	0	0	0
OTU3851	0	1	2	3	3	0	1	3
